Age,Income,Loan_Amount,Credit_Score,Months_Employed,Num_Credit_Lines,Interest_Rate,Loan_Term,Debt_Income_Ratio,Education,Employment_Type,Marital_Status,Has_Mortgage,Has_Dependents,Loan_Purpose,Has_CoSigner,Defaulted,Loan_Income_ratio,Credit_score_Band,Age_band,Tenure_band
20,67797,69043,547,10,3,24.94,24,0.87,Master's,Unemployed,Married,No,Yes,Education,Yes,1,1.02,Poor,<25,<1 year
24,123435,115234,595,76,4,13.72,48,0.5,High School,Unemployed,Divorced,No,Yes,Home,No,1,0.93,Fair,<25,>5 years
66,109739,62394,524,64,4,11.16,24,0.37,PhD,Self-employed,Single,Yes,Yes,Auto,No,0,0.57,Poor,>60,>5 years
56,37219,156039,635,73,1,22.92,36,0.71,Bachelor's,Part-time,Married,Yes,No,Business,No,0,4.19,Fair,46-60,>5 years
18,133663,83244,488,22,4,11.36,48,0.54,PhD,Self-employed,Married,No,No,Home,Yes,0,0.62,Poor,<25,1-3 years
66,24981,14686,504,79,2,13.44,36,0.88,Bachelor's,Self-employed,Single,No,No,Education,Yes,0,0.59,Poor,>60,>5 years
34,40105,217081,777,14,1,15.57,36,0.88,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,1,5.41,Very Good,25-35 ,1-3 years
60,47947,182659,616,82,3,10.02,24,0.52,Master's,Full-time,Single,No,Yes,Home,Yes,0,3.81,Fair,46-60,>5 years
42,117521,58258,369,58,4,17.77,60,0.25,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes,0,0.5,Poor,36-45,3-5 years
20,99105,114771,398,27,2,11.18,60,0.17,PhD,Part-time,Single,No,No,Auto,No,0,1.16,Poor,<25,1-3 years
32,15589,231901,639,109,2,17.55,24,0.27,Bachelor's,Full-time,Single,No,No,Business,Yes,0,14.88,Fair,25-35 ,>5 years
46,64749,185742,341,108,2,10.02,60,0.19,PhD,Self-employed,Divorced,Yes,Yes,Other,Yes,0,2.87,Poor,46-60,>5 years
60,144792,149495,749,69,3,23.23,60,0.33,High School,Self-employed,Divorced,No,No,Business,Yes,0,1.03,Very Good,46-60,>5 years
49,89494,170598,825,77,2,20.32,24,0.2,Master's,Unemployed,Single,No,No,Other,Yes,0,1.91,Excellent,46-60,>5 years
43,74079,21372,320,74,2,21.91,60,0.86,PhD,Self-employed,Single,Yes,No,Business,Yes,1,0.29,Poor,36-45,>5 years
33,83987,53222,496,15,3,10.16,48,0.4,Master's,Unemployed,Married,No,No,Other,Yes,0,0.63,Poor,25-35 ,1-3 years
42,89494,32786,381,68,3,8.3,36,0.23,Bachelor's,Part-time,Single,No,No,Auto,No,0,0.37,Poor,36-45,>5 years
45,66947,163968,317,87,3,12.54,24,0.13,Master's,Full-time,Divorced,No,Yes,Auto,Yes,0,2.45,Poor,36-45,>5 years
26,40244,75761,521,86,4,17.84,48,0.56,Bachelor's,Part-time,Single,No,Yes,Other,No,0,1.88,Poor,25-35 ,>5 years
18,106623,87398,374,5,2,10.25,36,0.77,Bachelor's,Part-time,Single,No,No,Business,Yes,0,0.82,Poor,<25,<1 year
46,137997,234525,686,67,3,3.23,24,0.75,Bachelor's,Unemployed,Single,Yes,No,Education,No,0,1.7,Good,46-60,>5 years
39,34739,125050,780,34,4,17.94,24,0.66,High School,Part-time,Single,Yes,No,Other,No,0,3.6,Very Good,36-45,1-3 years
33,144088,138364,397,26,1,11.52,12,0.41,High School,Self-employed,Married,No,Yes,Home,Yes,0,0.96,Poor,25-35 ,1-3 years
58,148663,238643,441,77,1,4.69,60,0.43,Master's,Part-time,Divorced,Yes,Yes,Other,No,0,1.61,Poor,46-60,>5 years
68,82514,211949,321,91,4,16.77,48,0.6,PhD,Part-time,Single,No,Yes,Business,No,0,2.57,Poor,>60,>5 years
61,120964,13758,723,110,3,19.49,48,0.62,Bachelor's,Full-time,Divorced,No,Yes,Business,No,0,0.11,Good,>60,>5 years
68,66251,171166,749,109,1,10.88,48,0.77,High School,Unemployed,Married,Yes,No,Education,Yes,0,2.58,Very Good,>60,>5 years
58,20975,5662,588,79,4,14.9,36,0.21,Master's,Full-time,Divorced,No,No,Auto,No,0,0.27,Fair,46-60,>5 years
24,145998,135127,418,96,1,5.23,36,0.37,High School,Part-time,Single,Yes,Yes,Auto,No,0,0.93,Poor,<25,>5 years
31,132642,34170,646,22,3,22.33,36,0.11,High School,Self-employed,Married,No,Yes,Other,No,0,0.26,Fair,25-35 ,1-3 years
46,64664,196233,762,104,4,24.74,48,0.26,High School,Self-employed,Divorced,Yes,No,Auto,No,0,3.03,Very Good,46-60,>5 years
36,81953,41853,711,78,1,3.95,24,0.41,Bachelor's,Full-time,Single,No,No,Other,Yes,0,0.51,Good,36-45,>5 years
36,122986,38496,621,50,2,8.67,36,0.65,Bachelor's,Full-time,Single,No,Yes,Education,No,0,0.31,Fair,36-45,3-5 years
19,100854,83627,356,36,1,14.23,24,0.62,PhD,Full-time,Divorced,No,No,Auto,Yes,0,0.83,Poor,<25,1-3 years
58,27656,5892,438,65,3,6.88,36,0.84,PhD,Self-employed,Married,Yes,No,Education,Yes,0,0.21,Poor,46-60,>5 years
62,97521,89802,485,30,4,15.17,36,0.89,Master's,Unemployed,Single,Yes,No,Auto,No,1,0.92,Poor,>60,1-3 years
32,29873,220391,646,100,3,17.21,60,0.2,PhD,Part-time,Single,No,No,Business,Yes,0,7.38,Fair,25-35 ,>5 years
20,91660,198446,522,94,2,16.79,60,0.89,Bachelor's,Unemployed,Divorced,Yes,No,Business,No,0,2.17,Poor,<25,>5 years
28,55623,179024,418,97,3,3.42,12,0.19,Master's,Self-employed,Divorced,Yes,No,Home,No,0,3.22,Poor,25-35 ,>5 years
63,70236,102800,630,3,4,11.74,48,0.83,High School,Unemployed,Single,No,Yes,Other,Yes,0,1.46,Fair,>60,<1 year
47,96843,145145,573,70,4,16.28,36,0.11,Master's,Part-time,Divorced,No,Yes,Auto,Yes,0,1.5,Poor,46-60,>5 years
57,116324,67225,635,61,1,20.52,24,0.42,PhD,Full-time,Married,Yes,Yes,Home,Yes,0,0.58,Fair,46-60,>5 years
35,71906,171825,831,10,1,23.55,12,0.18,High School,Part-time,Married,No,No,Other,Yes,1,2.39,Excellent,25-35 ,<1 year
68,134219,199132,651,50,1,14.1,12,0.2,High School,Full-time,Married,No,Yes,Business,Yes,0,1.48,Fair,>60,3-5 years
65,56399,148879,769,3,4,8.16,60,0.37,Master's,Self-employed,Divorced,Yes,Yes,Education,No,0,2.64,Very Good,>60,<1 year
19,29901,247600,481,29,4,7.36,36,0.26,Master's,Part-time,Divorced,Yes,No,Auto,No,0,8.28,Poor,<25,1-3 years
49,62763,244639,732,37,1,5.52,24,0.79,High School,Part-time,Single,No,Yes,Home,Yes,0,3.9,Good,46-60,3-5 years
25,63886,103751,339,115,2,16.8,48,0.46,High School,Full-time,Divorced,No,No,Other,No,0,1.62,Poor,25-35 ,>5 years
39,76696,176206,523,36,4,7.84,36,0.21,PhD,Self-employed,Single,No,Yes,Business,No,0,2.3,Poor,36-45,1-3 years
23,106170,245625,300,63,2,23.79,24,0.38,Master's,Unemployed,Single,Yes,Yes,Business,No,0,2.31,Poor,<25,>5 years
29,118890,178282,391,93,4,10.13,24,0.14,High School,Self-employed,Single,No,No,Business,No,0,1.5,Poor,25-35 ,>5 years
64,59353,221352,380,102,2,21.35,36,0.13,Bachelor's,Self-employed,Married,No,No,Education,Yes,0,3.73,Poor,>60,>5 years
57,96181,98256,733,117,1,15.51,12,0.74,Master's,Part-time,Married,Yes,No,Education,Yes,0,1.02,Good,46-60,>5 years
53,47483,51714,460,35,4,23.09,12,0.49,High School,Unemployed,Divorced,No,Yes,Home,No,0,1.09,Poor,46-60,1-3 years
32,95630,152969,766,70,2,19.3,48,0.87,PhD,Unemployed,Married,Yes,No,Home,No,0,1.6,Very Good,25-35 ,>5 years
45,29483,159741,780,20,4,3.67,48,0.16,High School,Self-employed,Married,No,Yes,Business,No,0,5.42,Very Good,36-45,1-3 years
69,148993,15509,394,87,4,8.8,60,0.67,Master's,Self-employed,Divorced,Yes,Yes,Other,Yes,0,0.1,Poor,>60,>5 years
66,115848,182858,307,34,2,11,60,0.61,High School,Self-employed,Divorced,No,Yes,Home,Yes,0,1.58,Poor,>60,1-3 years
62,37461,242163,744,113,3,14.69,12,0.79,Bachelor's,Part-time,Divorced,No,No,Business,Yes,0,6.46,Very Good,>60,>5 years
35,105658,35861,387,106,4,10.95,60,0.85,Bachelor's,Part-time,Divorced,Yes,No,Auto,No,0,0.34,Poor,25-35 ,>5 years
19,33583,60742,458,65,2,9.63,12,0.85,PhD,Part-time,Divorced,No,No,Other,Yes,1,1.81,Poor,<25,>5 years
30,93122,128273,553,82,3,7.6,60,0.55,PhD,Part-time,Divorced,No,Yes,Education,Yes,0,1.38,Poor,25-35 ,>5 years
62,102644,28755,412,77,2,24.46,60,0.33,PhD,Unemployed,Divorced,No,No,Home,No,0,0.28,Poor,>60,>5 years
32,124173,111295,826,96,1,10.38,36,0.59,Master's,Unemployed,Single,No,Yes,Home,Yes,0,0.9,Excellent,25-35 ,>5 years
37,37320,156055,663,62,1,12.98,48,0.56,Master's,Full-time,Single,No,Yes,Business,Yes,0,4.18,Fair,36-45,>5 years
46,24731,207117,460,71,2,20.05,12,0.14,Master's,Self-employed,Single,No,Yes,Education,No,1,8.37,Poor,46-60,>5 years
59,121145,185280,346,96,2,3.44,60,0.82,Master's,Self-employed,Divorced,No,Yes,Business,No,0,1.53,Poor,46-60,>5 years
46,26815,144040,806,28,1,3.74,24,0.58,High School,Full-time,Divorced,No,No,Business,Yes,0,5.37,Excellent,46-60,1-3 years
20,98224,218081,580,39,3,4.31,36,0.89,PhD,Self-employed,Single,Yes,Yes,Education,Yes,0,2.22,Fair,<25,3-5 years
36,24536,6836,788,21,2,13.2,12,0.88,High School,Full-time,Divorced,Yes,No,Auto,No,0,0.28,Very Good,36-45,1-3 years
20,149032,8546,415,20,3,13.99,24,0.61,Bachelor's,Part-time,Married,Yes,No,Auto,Yes,0,0.06,Poor,<25,1-3 years
31,79621,195654,644,82,4,5.36,24,0.16,Bachelor's,Self-employed,Divorced,Yes,No,Home,Yes,0,2.46,Fair,25-35 ,>5 years
57,37849,208055,812,68,3,3.76,48,0.77,PhD,Unemployed,Married,Yes,Yes,Auto,No,0,5.5,Excellent,46-60,>5 years
21,121230,119046,726,50,4,4.41,24,0.54,Master's,Part-time,Married,No,No,Auto,No,0,0.98,Good,<25,3-5 years
69,142967,128493,581,80,1,3.62,36,0.44,PhD,Full-time,Single,Yes,No,Business,No,0,0.9,Fair,>60,>5 years
28,53746,206325,682,2,3,18.22,36,0.45,PhD,Unemployed,Divorced,Yes,Yes,Auto,No,0,3.84,Good,25-35 ,<1 year
48,76529,39489,652,56,2,2.94,48,0.45,High School,Self-employed,Married,No,No,Business,No,0,0.52,Fair,46-60,3-5 years
60,133136,57520,316,104,1,3.63,24,0.37,Master's,Self-employed,Divorced,No,No,Auto,Yes,0,0.43,Poor,46-60,>5 years
49,148540,162070,493,8,4,18.38,48,0.58,High School,Part-time,Single,No,No,Auto,Yes,0,1.09,Poor,46-60,<1 year
44,82013,187159,655,33,1,21.41,24,0.35,PhD,Unemployed,Married,No,Yes,Home,No,0,2.28,Fair,36-45,1-3 years
47,32152,194791,301,112,1,11.14,60,0.34,Master's,Unemployed,Divorced,Yes,No,Auto,Yes,0,6.06,Poor,46-60,>5 years
60,15986,174901,775,65,4,22.75,12,0.13,Master's,Full-time,Married,Yes,Yes,Home,No,0,10.94,Very Good,46-60,>5 years
19,33637,159356,488,118,4,2.15,36,0.66,Master's,Part-time,Single,No,Yes,Auto,Yes,0,4.74,Poor,<25,>5 years
66,83200,115982,756,47,2,7.83,60,0.49,Bachelor's,Unemployed,Single,No,No,Education,Yes,1,1.39,Very Good,>60,3-5 years
26,36431,30006,409,41,2,23.86,36,0.58,Master's,Self-employed,Single,No,Yes,Home,Yes,0,0.82,Poor,25-35 ,3-5 years
45,97472,65737,654,45,1,5.82,12,0.22,Bachelor's,Self-employed,Divorced,No,Yes,Education,No,0,0.67,Fair,36-45,3-5 years
48,83379,27646,833,106,4,19.53,24,0.49,Master's,Part-time,Married,No,No,Education,Yes,0,0.33,Excellent,46-60,>5 years
51,25427,13147,545,96,2,24.65,12,0.33,PhD,Self-employed,Married,No,Yes,Education,No,0,0.52,Poor,46-60,>5 years
32,69884,153476,323,24,2,19.33,36,0.14,Master's,Self-employed,Divorced,No,Yes,Business,No,0,2.2,Poor,25-35 ,1-3 years
65,51949,18837,477,49,3,6.46,24,0.56,Bachelor's,Self-employed,Single,Yes,No,Other,Yes,0,0.36,Poor,>60,3-5 years
42,50589,118011,627,0,1,8.44,48,0.66,High School,Part-time,Single,No,No,Business,No,0,2.33,Fair,36-45,<1 year
53,145824,223049,615,0,4,15.28,48,0.58,Bachelor's,Self-employed,Single,Yes,No,Other,Yes,0,1.53,Fair,46-60,<1 year
25,45230,206190,801,84,2,24.89,48,0.72,Bachelor's,Unemployed,Married,No,Yes,Home,No,0,4.56,Excellent,25-35 ,>5 years
26,49255,231618,461,36,2,23.57,24,0.59,Master's,Unemployed,Married,No,No,Auto,No,1,4.7,Poor,25-35 ,1-3 years
54,100204,144960,340,20,3,24.94,48,0.19,Bachelor's,Full-time,Divorced,Yes,No,Business,Yes,0,1.45,Poor,46-60,1-3 years
65,94531,198291,432,40,1,8.37,24,0.38,Master's,Unemployed,Divorced,No,Yes,Auto,Yes,0,2.1,Poor,>60,3-5 years
62,116376,149779,674,6,4,9.82,12,0.16,High School,Self-employed,Divorced,No,No,Home,No,0,1.29,Good,>60,<1 year
56,111272,129326,664,33,2,24.45,12,0.54,PhD,Unemployed,Married,No,No,Home,No,0,1.16,Fair,46-60,1-3 years
49,16444,41479,564,50,4,8.37,36,0.28,PhD,Part-time,Married,No,Yes,Home,Yes,0,2.52,Poor,46-60,3-5 years
69,54198,92388,393,101,1,14.78,12,0.5,Bachelor's,Full-time,Divorced,Yes,Yes,Other,Yes,0,1.7,Poor,>60,>5 years
34,55280,103425,690,66,3,12.23,60,0.39,Master's,Full-time,Divorced,No,Yes,Education,Yes,0,1.87,Good,25-35 ,>5 years
52,82743,29786,493,71,2,2.56,24,0.35,Bachelor's,Part-time,Single,Yes,No,Auto,No,0,0.36,Poor,46-60,>5 years
54,52668,173686,727,87,1,23.81,36,0.27,High School,Part-time,Married,No,No,Auto,No,0,3.3,Good,46-60,>5 years
36,40908,40479,304,83,1,8.54,60,0.34,Master's,Self-employed,Married,No,Yes,Auto,No,0,0.99,Poor,36-45,>5 years
61,138857,186595,601,39,3,6.37,24,0.12,Master's,Self-employed,Married,Yes,Yes,Education,No,0,1.34,Fair,>60,3-5 years
46,43758,106148,430,41,2,21.76,48,0.19,PhD,Unemployed,Divorced,No,Yes,Business,Yes,0,2.43,Poor,46-60,3-5 years
24,112510,153170,583,26,1,14.57,36,0.5,PhD,Self-employed,Married,No,No,Business,Yes,0,1.36,Fair,<25,1-3 years
45,34412,55420,734,60,4,16.84,48,0.59,High School,Self-employed,Single,No,No,Education,Yes,0,1.61,Good,36-45,#N/A
26,27197,7122,612,89,2,13.54,12,0.52,Bachelor's,Part-time,Divorced,Yes,Yes,Education,Yes,1,0.26,Fair,25-35 ,>5 years
45,124550,63666,432,24,4,19.51,24,0.8,High School,Unemployed,Married,Yes,Yes,Education,No,0,0.51,Poor,36-45,1-3 years
23,128706,61443,425,31,3,13.59,48,0.82,Master's,Full-time,Single,Yes,Yes,Auto,No,1,0.48,Poor,<25,1-3 years
46,56753,209840,445,116,1,6.46,60,0.6,Master's,Unemployed,Single,Yes,No,Other,No,0,3.7,Poor,46-60,>5 years
34,48956,167343,844,32,3,15.82,36,0.59,PhD,Part-time,Divorced,Yes,Yes,Auto,Yes,0,3.42,Excellent,25-35 ,1-3 years
33,86813,141191,354,40,4,4.54,48,0.65,PhD,Full-time,Married,No,Yes,Education,Yes,0,1.63,Poor,25-35 ,3-5 years
40,121806,16346,594,48,1,4.77,60,0.76,Master's,Unemployed,Divorced,No,No,Business,No,0,0.13,Fair,36-45,3-5 years
48,21886,182230,841,41,4,13.93,36,0.13,PhD,Full-time,Divorced,Yes,No,Home,No,0,8.33,Excellent,46-60,3-5 years
20,53289,246144,683,48,4,13.96,36,0.1,Master's,Unemployed,Married,Yes,No,Education,No,0,4.62,Good,<25,3-5 years
38,106217,41369,601,79,2,12.39,24,0.79,Bachelor's,Unemployed,Single,Yes,Yes,Business,No,0,0.39,Fair,36-45,>5 years
43,83768,226454,396,66,1,16.76,36,0.54,Bachelor's,Unemployed,Single,Yes,Yes,Home,Yes,0,2.7,Poor,36-45,>5 years
53,108480,18871,771,85,4,24.87,48,0.11,PhD,Full-time,Single,No,Yes,Other,No,0,0.17,Very Good,46-60,>5 years
59,56671,89317,797,88,4,4.49,36,0.55,High School,Self-employed,Married,Yes,No,Education,Yes,0,1.58,Very Good,46-60,>5 years
54,84949,85738,664,34,3,19.17,36,0.48,Master's,Full-time,Single,No,No,Business,Yes,0,1.01,Fair,46-60,1-3 years
39,70440,114404,726,66,2,12.6,48,0.36,Master's,Self-employed,Single,Yes,No,Other,No,0,1.62,Good,36-45,>5 years
59,115212,210805,526,5,3,9.39,12,0.16,Master's,Unemployed,Single,No,Yes,Education,Yes,0,1.83,Poor,46-60,<1 year
29,23529,242121,661,107,3,21.18,60,0.46,PhD,Self-employed,Single,No,Yes,Home,Yes,0,10.29,Fair,25-35 ,>5 years
59,40022,216852,396,105,3,13.69,24,0.14,Master's,Full-time,Married,Yes,No,Business,No,0,5.42,Poor,46-60,>5 years
30,94245,38212,711,2,1,16.82,24,0.17,High School,Self-employed,Single,No,Yes,Business,Yes,0,0.41,Good,25-35 ,<1 year
28,109515,191775,453,10,4,12.6,36,0.66,Master's,Full-time,Divorced,Yes,No,Auto,No,0,1.75,Poor,25-35 ,<1 year
33,123034,201810,431,34,3,19.79,24,0.13,Bachelor's,Full-time,Divorced,Yes,No,Auto,Yes,0,1.64,Poor,25-35 ,1-3 years
25,132659,98979,629,85,4,23.08,24,0.22,Bachelor's,Full-time,Married,Yes,No,Home,Yes,0,0.75,Fair,25-35 ,>5 years
57,95140,64574,304,36,4,21.58,24,0.39,PhD,Unemployed,Married,No,No,Auto,No,0,0.68,Poor,46-60,1-3 years
57,85370,136593,707,87,1,6.25,36,0.62,PhD,Part-time,Married,No,No,Business,No,0,1.6,Good,46-60,>5 years
62,34010,181206,328,53,1,18.68,48,0.43,Bachelor's,Self-employed,Single,Yes,No,Auto,Yes,0,5.33,Poor,>60,3-5 years
19,139267,33890,418,107,2,22.21,36,0.7,Bachelor's,Self-employed,Single,No,No,Business,Yes,0,0.24,Poor,<25,>5 years
47,70623,78393,332,15,4,16.16,48,0.9,PhD,Part-time,Divorced,No,No,Other,No,0,1.11,Poor,46-60,1-3 years
47,143764,6935,439,65,4,13.72,12,0.65,Master's,Part-time,Single,No,Yes,Home,Yes,0,0.05,Poor,46-60,>5 years
29,23616,227308,439,33,2,7.92,24,0.85,Bachelor's,Full-time,Divorced,No,No,Auto,Yes,1,9.63,Poor,25-35 ,1-3 years
27,125021,217185,811,14,1,17.28,60,0.85,Bachelor's,Full-time,Divorced,Yes,No,Auto,Yes,1,1.74,Excellent,25-35 ,1-3 years
61,50318,83935,342,14,3,21.63,36,0.85,Bachelor's,Full-time,Divorced,Yes,No,Home,Yes,0,1.67,Poor,>60,1-3 years
28,114729,115866,319,6,4,24.09,36,0.44,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,Yes,0,1.01,Poor,25-35 ,<1 year
32,34188,45506,537,78,1,13.24,48,0.52,High School,Unemployed,Married,No,Yes,Auto,No,0,1.33,Poor,25-35 ,>5 years
33,110564,171519,605,46,2,3.95,24,0.65,Master's,Full-time,Married,Yes,No,Education,Yes,0,1.55,Fair,25-35 ,3-5 years
34,123744,230878,362,94,3,24.95,60,0.27,Master's,Part-time,Married,Yes,No,Business,No,0,1.87,Poor,25-35 ,>5 years
43,25893,6721,791,60,3,21.02,24,0.58,Bachelor's,Full-time,Single,Yes,Yes,Auto,No,0,0.26,Very Good,36-45,#N/A
19,129869,36936,708,29,2,10.87,24,0.39,Bachelor's,Part-time,Divorced,No,No,Business,Yes,0,0.28,Good,<25,1-3 years
67,130685,166775,425,76,4,13.25,60,0.77,Master's,Self-employed,Divorced,No,No,Other,Yes,0,1.28,Poor,>60,>5 years
29,76087,172477,360,39,3,14.63,48,0.26,High School,Unemployed,Married,Yes,No,Auto,No,0,2.27,Poor,25-35 ,3-5 years
68,26698,156227,572,86,3,21.77,48,0.6,Bachelor's,Part-time,Divorced,No,No,Business,Yes,0,5.85,Poor,>60,>5 years
43,63752,85705,361,36,1,24.81,60,0.71,Bachelor's,Full-time,Divorced,Yes,No,Other,No,1,1.34,Poor,36-45,1-3 years
40,60389,204645,743,104,4,4.31,12,0.49,PhD,Full-time,Married,Yes,Yes,Other,No,0,3.39,Very Good,36-45,>5 years
35,61249,60505,656,81,1,22.74,48,0.5,High School,Part-time,Single,No,No,Auto,No,0,0.99,Fair,25-35 ,>5 years
49,16561,102909,522,74,1,24.96,12,0.7,Bachelor's,Part-time,Single,No,Yes,Education,No,0,6.21,Poor,46-60,>5 years
66,103624,80000,574,105,2,8.12,12,0.52,PhD,Unemployed,Married,No,Yes,Auto,No,0,0.77,Poor,>60,>5 years
55,52204,124260,436,106,1,4.75,24,0.11,Master's,Self-employed,Divorced,Yes,No,Auto,Yes,0,2.38,Poor,46-60,>5 years
64,19787,156058,360,61,3,10.59,36,0.11,PhD,Part-time,Married,Yes,No,Home,Yes,0,7.89,Poor,>60,>5 years
20,116951,73436,808,57,1,3.22,24,0.84,Master's,Unemployed,Married,Yes,No,Business,Yes,0,0.63,Excellent,<25,3-5 years
55,48071,27154,847,27,4,23.02,24,0.26,Bachelor's,Unemployed,Married,No,Yes,Business,No,0,0.56,Excellent,46-60,1-3 years
20,73584,204591,749,87,3,19.12,48,0.65,High School,Unemployed,Married,No,Yes,Other,No,0,2.78,Very Good,<25,>5 years
47,70948,220530,350,105,3,18.38,12,0.64,Bachelor's,Full-time,Single,No,No,Education,Yes,0,3.11,Poor,46-60,>5 years
18,17956,163065,305,55,1,8.08,60,0.46,Bachelor's,Part-time,Single,Yes,Yes,Auto,Yes,0,9.08,Poor,<25,3-5 years
47,120957,22256,480,1,2,13.74,12,0.45,Master's,Part-time,Divorced,No,No,Education,Yes,0,0.18,Poor,46-60,<1 year
62,56300,202848,436,116,3,24.98,12,0.34,Bachelor's,Unemployed,Single,No,No,Business,No,0,3.6,Poor,>60,>5 years
49,74569,146212,570,92,2,23.03,12,0.62,PhD,Self-employed,Single,No,Yes,Auto,Yes,0,1.96,Poor,46-60,>5 years
45,133511,88447,720,17,2,22.67,12,0.7,PhD,Unemployed,Married,Yes,Yes,Home,Yes,0,0.66,Good,36-45,1-3 years
38,22618,191112,731,39,1,20.86,60,0.33,Bachelor's,Unemployed,Married,Yes,Yes,Business,No,0,8.45,Good,36-45,3-5 years
63,50108,199651,724,8,4,21.28,12,0.78,Bachelor's,Unemployed,Divorced,No,Yes,Education,Yes,0,3.98,Good,>60,<1 year
30,107813,242125,608,112,3,2.62,24,0.34,PhD,Self-employed,Divorced,No,Yes,Auto,Yes,0,2.25,Fair,25-35 ,>5 years
44,95337,118397,463,50,4,3.63,24,0.14,Bachelor's,Part-time,Married,Yes,Yes,Other,No,0,1.24,Poor,36-45,3-5 years
53,52427,82413,343,71,4,10.23,36,0.78,Bachelor's,Unemployed,Single,Yes,Yes,Education,Yes,0,1.57,Poor,46-60,>5 years
24,40240,35169,419,71,3,15.92,24,0.67,Bachelor's,Full-time,Single,No,Yes,Education,No,0,0.87,Poor,<25,>5 years
39,112522,241898,496,2,3,20.42,60,0.13,Master's,Part-time,Single,No,No,Auto,No,0,2.15,Poor,36-45,<1 year
27,58305,40486,748,77,3,7.05,48,0.74,Bachelor's,Part-time,Married,No,No,Business,Yes,0,0.69,Very Good,25-35 ,>5 years
56,128256,213992,588,15,3,7.91,24,0.37,Bachelor's,Self-employed,Single,No,Yes,Education,Yes,0,1.67,Fair,46-60,1-3 years
32,59255,163052,354,32,1,23.99,12,0.86,High School,Part-time,Divorced,Yes,Yes,Business,No,0,2.75,Poor,25-35 ,1-3 years
32,114893,50314,321,71,4,14.7,60,0.9,PhD,Full-time,Divorced,No,No,Home,No,0,0.44,Poor,25-35 ,>5 years
21,139502,60327,758,65,4,4.77,48,0.15,PhD,Part-time,Married,Yes,Yes,Home,No,0,0.43,Very Good,<25,>5 years
49,67179,226629,476,12,3,8.65,36,0.75,PhD,Part-time,Divorced,No,No,Other,No,1,3.37,Poor,46-60,1-3 years
40,123443,85400,797,58,2,3.16,36,0.55,Bachelor's,Full-time,Single,Yes,No,Business,No,0,0.69,Very Good,36-45,3-5 years
23,20900,81419,401,103,4,14.45,36,0.26,Master's,Self-employed,Divorced,Yes,No,Education,Yes,0,3.9,Poor,<25,>5 years
41,77357,229197,722,74,2,21.78,24,0.46,Master's,Self-employed,Married,Yes,Yes,Auto,Yes,0,2.96,Good,36-45,>5 years
37,128106,47570,488,9,3,6.81,12,0.79,High School,Self-employed,Divorced,Yes,Yes,Education,Yes,0,0.37,Poor,36-45,<1 year
54,146179,70452,638,103,1,17.38,24,0.66,PhD,Full-time,Single,No,Yes,Auto,No,0,0.48,Fair,46-60,>5 years
37,20650,87220,311,93,4,11.02,36,0.58,Bachelor's,Part-time,Married,Yes,No,Business,Yes,0,4.22,Poor,36-45,>5 years
29,113974,160241,843,39,4,13.29,60,0.56,PhD,Self-employed,Single,No,No,Other,No,0,1.41,Excellent,25-35 ,3-5 years
50,124486,74095,743,102,4,22.52,24,0.28,High School,Self-employed,Married,No,Yes,Other,Yes,0,0.6,Very Good,46-60,>5 years
45,85865,205114,701,111,4,11.22,24,0.86,High School,Full-time,Single,Yes,Yes,Home,Yes,0,2.39,Good,36-45,>5 years
25,115265,24887,667,43,3,17.62,36,0.34,Master's,Part-time,Single,Yes,No,Auto,Yes,0,0.22,Fair,25-35 ,3-5 years
18,142171,109860,543,63,2,22.33,60,0.84,Master's,Self-employed,Divorced,Yes,No,Home,Yes,0,0.77,Poor,<25,>5 years
54,29920,82511,348,45,4,6.42,48,0.33,Master's,Self-employed,Married,Yes,No,Auto,No,0,2.76,Poor,46-60,3-5 years
39,57280,102868,639,35,4,6.77,60,0.56,PhD,Self-employed,Married,No,No,Business,Yes,0,1.8,Fair,36-45,1-3 years
23,101958,206185,508,56,1,13.81,48,0.73,Master's,Full-time,Married,Yes,Yes,Education,Yes,0,2.02,Poor,<25,3-5 years
38,124286,26535,690,7,4,21.05,48,0.79,PhD,Full-time,Single,No,No,Home,No,0,0.21,Good,36-45,<1 year
49,88472,64765,492,48,4,4.16,48,0.83,PhD,Self-employed,Divorced,Yes,No,Other,Yes,0,0.73,Poor,46-60,3-5 years
52,71077,181967,349,20,4,12.73,60,0.82,PhD,Self-employed,Married,Yes,Yes,Home,No,0,2.56,Poor,46-60,1-3 years
32,135377,23025,544,78,3,15.09,48,0.31,PhD,Self-employed,Divorced,No,No,Auto,Yes,0,0.17,Poor,25-35 ,>5 years
22,95982,54869,345,112,3,8.13,36,0.52,PhD,Self-employed,Divorced,Yes,Yes,Home,Yes,0,0.57,Poor,<25,>5 years
63,103395,21209,829,90,1,24.4,36,0.26,Master's,Full-time,Single,Yes,Yes,Education,Yes,0,0.21,Excellent,>60,>5 years
67,112986,64182,742,102,3,3.24,24,0.46,PhD,Full-time,Married,Yes,Yes,Auto,Yes,0,0.57,Very Good,>60,>5 years
65,63421,188740,300,1,3,15.3,12,0.86,High School,Part-time,Single,No,Yes,Education,No,0,2.98,Poor,>60,<1 year
